"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Corsia";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2021/03";"98";"31/03/2021";"3";"SP 302R tra Brisighella e Marradi";"0 - DA CONFINE REGIONALE TOSCANA A FAENZA";"1.157";"0";"1.090";"67";"914";"243";"1.157";"0"
"2021/03";"98";"31/03/2021";"3";"SP 302R tra Brisighella e Marradi";"1 - DA FAENZA A CONFINE REGIONALE TOSCANA";"1.154";"0";"1.088";"66";"974";"180";"1.154";"0"
"2021/03";"100";"31/03/2021";"3";"SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana)";"0 - DA CONFINE REGIONALE MARCHE A RIMINI";"5.929";"1";"5.258";"670";"4.918";"1.011";"5.929";"0"
"2021/03";"100";"31/03/2021";"3";"SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana)";"1 - DA RIMINI A CONFINE REGIONALE MARCHE";"5.917";"0";"5.307";"610";"4.850";"1.067";"5.917";"0"
"2021/03";"104";"31/03/2021";"3";"SP 10 nuovo ponte sul Po tra innesto variante Zibello e confine regionale (Lombardia)";"0 - DA INNEST0 VARIANTE ZIBELLO A CONFINE REGIONALE LOMBARDIA";"1.134";"0";"775";"359";"929";"205";"1.134";"0"
"2021/03";"104";"31/03/2021";"3";"SP 10 nuovo ponte sul Po tra innesto variante Zibello e confine regionale (Lombardia)";"1 - DA CONFINE REGIONALE LOMBARDIA A INNESTO VARIANTE ZIBELLO";"1.118";"1";"776";"341";"897";"221";"1.118";"0"
"2021/03";"107";"31/03/2021";"3";"SP 85 tra Rubiera e bivio SP 13MO (c/o Campogalliano)";"0 - DA RUBIERA A CONFINE PROVINCIALE MODENA";"3.662";"2";"3.177";"483";"2.961";"701";"3.662";"0"
"2021/03";"107";"31/03/2021";"3";"SP 85 tra Rubiera e bivio SP 13MO (c/o Campogalliano)";"1 - DA CONFINE PROVINCIALE MODENA A RUBIERA";"3.784";"0";"3.270";"514";"3.100";"684";"3.784";"0"
"2021/03";"108";"31/03/2021";"3";"SP 412R tra Castel San Giovanni (Casello A 21) e ponte fiume Po";"0 - DA CASTEL SAN GIOVANNI A CAMINATA (CONFINE REGIONALE LOMBARDIA)";"4.527";"3";"4.328";"196";"3.238";"1.289";"4.527";"0"
"2021/03";"108";"31/03/2021";"3";"SP 412R tra Castel San Giovanni (Casello A 21) e ponte fiume Po";"1 - DA CAMINATA (CONFINE REGIONALE LOMBARDIA) A CASTEL SAN GIOVANNI";"4.415";"6";"4.281";"128";"3.180";"1.235";"4.415";"0"
"2021/03";"112";"31/03/2021";"3";"SP 111 tra Boretto e Viadana sul ponte Po";"0 - DA SS9 (CALERNO - SANT'ILARIO D'ENZA) A BORETTO";"5.356";"0";"4.337";"1.019";"4.299";"1.057";"5.356";"0"
"2021/03";"112";"31/03/2021";"3";"SP 111 tra Boretto e Viadana sul ponte Po";"1 - DA BORETTO A SS9 (CALERNO - SANT'ILARIO D'ENZA)";"5.289";"1";"4.287";"1.001";"4.267";"1.022";"5.289";"0"
"2021/03";"115";"31/03/2021";"3";"SP 68 ad Ariano Polesine al Confine regionale (Veneto)";"0 - DA BIVIO SS16 (CONSANDOLO - PORTOMAGGIORE) A CONFINE REGIONALE VENETO";"998";"0";"855";"143";"830";"168";"998";"0"
"2021/03";"115";"31/03/2021";"3";"SP 68 ad Ariano Polesine al Confine regionale (Veneto)";"1 - DA CONFINE REGIONALE VENETO A BIVIO SS16 (CONSANDOLO - PORTOMAGGIORE)";"958";"0";"808";"150";"746";"212";"958";"0"
"2021/03";"116";"31/03/2021";"3";"SP 138 tra S.Piero in Bagno (E 45) e Bagno di Romagna";"0 - DA BORRELLO (CESENA) A BAGNO DI ROMAGNA";"1.598";"0";"1.506";"92";"1.391";"207";"1.598";"0"
"2021/03";"116";"31/03/2021";"3";"SP 138 tra S.Piero in Bagno (E 45) e Bagno di Romagna";"1 - DA BAGNO DI ROMAGNA A BORRELLO (CESENA)";"1.609";"3";"1.491";"115";"1.381";"228";"1.609";"0"
"2021/03";"117";"31/03/2021";"3";"SS 63 tra Collagna e Sassalbo (Passo del Cerreto)";"0 - DA CONFINE REGIONALE TOSCANA A REGGIO EMILIA";"189";"0";"171";"18";"159";"30";"189";"0"
"2021/03";"117";"31/03/2021";"3";"SS 63 tra Collagna e Sassalbo (Passo del Cerreto)";"1 - DA REGGIO EMILIA A CONFINE REGIONALE TOSCANA";"166";"0";"143";"23";"146";"20";"166";"0"
"2021/03";"118";"31/03/2021";"3";"SS 45 tra Ottone e Gorreto";"0 - DA CONFINE REGIONALE LIGURIA A PIACENZA";"176";"0";"168";"8";"143";"33";"176";"0"
"2021/03";"118";"31/03/2021";"3";"SS 45 tra Ottone e Gorreto";"1 - DA PIACENZA A CONFINE REGIONALE LIGURIA";"178";"1";"169";"8";"150";"28";"178";"0"
"2021/03";"122";"31/03/2021";"3";"SP 10R tra Piacenza (ponte fiume Trebbia) e San Nicolo'";"0 - DA CASTEL SAN GIOVANNI A CASTELVETRO PIACENTINO";"10.455";"0";"9.829";"626";"8.359";"2.096";"10.455";"0"
"2021/03";"122";"31/03/2021";"3";"SP 10R tra Piacenza (ponte fiume Trebbia) e San Nicolo'";"1 - DA CASTELVETRO PIACENTINO A CASTEL SAN GIOVANNI";"11.120";"3";"10.294";"823";"8.764";"2.356";"11.120";"0"
"2021/03";"123";"31/03/2021";"3";"SP 28 tra Piacenza (Tangenziale Sud) e Gossolengo";"0 - DA PIACENZA A RIVERGARO";"7.076";"1";"6.813";"262";"5.731";"1.345";"7.076";"0"
"2021/03";"123";"31/03/2021";"3";"SP 28 tra Piacenza (Tangenziale Sud) e Gossolengo";"1 - DA RIVERGARO A PIACENZA";"6.696";"0";"6.441";"255";"5.693";"1.003";"6.696";"0"
"2021/03";"124";"31/03/2021";"3";"SS 45 tra Piacenza e Settima";"1 - DA PIACENZA A CONFINE REGIONALE LIGURIA";"2.673";"0";"2.423";"250";"2.010";"663";"2.673";"0"
"2021/03";"125";"31/03/2021";"3";"SP 654R tra Piacenza (Tangenziale Sud) e Turro";"0 - DA PIACENZA A CONFINE PROVINCIALE PARMA";"9.603";"0";"9.053";"550";"7.885";"1.718";"9.603";"0"
"2021/03";"125";"31/03/2021";"3";"SP 654R tra Piacenza (Tangenziale Sud) e Turro";"1 - DA CONFINE PROVINCIALE PARMA A PIACENZA";"9.747";"0";"9.165";"582";"8.415";"1.332";"9.747";"0"
"2021/03";"126";"31/03/2021";"3";"SP 6 tra Piacenza (Tangenziale Sud) e bivio SP 42/ponte fiume Nure in località San Giorgio Piacentino";"0 - DA PIACENZA A SAN GIORGIO PIACENTINO";"6.474";"0";"6.134";"340";"5.302";"1.172";"6.474";"0"
"2021/03";"126";"31/03/2021";"3";"SP 6 tra Piacenza (Tangenziale Sud) e bivio SP 42/ponte fiume Nure in località San Giorgio Piacentino";"1 - DA SAN GIORGIO PIACENTINO A PIACENZA";"6.499";"1";"6.166";"332";"5.496";"1.003";"6.499";"0"
"2021/03";"127";"31/03/2021";"3";"SS 9 tra Piacenza e Pontenure";"0 - DA RIMINI A PIACENZA";"10.060";"1";"8.988";"1.071";"8.314";"1.746";"10.060";"0"
"2021/03";"127";"31/03/2021";"3";"SS 9 tra Piacenza e Pontenure";"1 - DA PIACENZA A RIMINI";"10.159";"0";"9.099";"1.060";"8.211";"1.948";"10.159";"0"
"2021/03";"128";"31/03/2021";"3";"SP 10R tra Piacenza (Casello A 1/A 21) e il bivio SP 10R e SP 587R";"0 - DA CASTEL SAN GIOVANNI A CASTELVETRO PIACENTINO";"7.483";"0";"6.422";"1.061";"5.969";"1.514";"7.483";"0"
"2021/03";"128";"31/03/2021";"3";"SP 10R tra Piacenza (Casello A 1/A 21) e il bivio SP 10R e SP 587R";"1 - DA CASTELVETRO PIACENTINO A CASTEL SAN GIOVANNI";"7.508";"0";"6.407";"1.101";"6.049";"1.459";"7.508";"0"
"2021/03";"130";"31/03/2021";"3";"SS 62 tra Parma e Collecchio";"0 - DA CONFINE REGIONALE TOSCANA A PARMA";"7.981";"0";"7.473";"508";"6.596";"1.385";"7.981";"0"
"2021/03";"131";"31/03/2021";"3";"SP 665R tra Parma e Corcagnano";"0 - DA PARMA A CONFINE REGIONALE TOSCANA";"8.317";"0";"7.780";"537";"6.736";"1.581";"8.317";"0"
"2021/03";"131";"31/03/2021";"3";"SP 665R tra Parma e Corcagnano";"1 - DA CONFINE REGIONALE TOSCANA A PARMA";"8.287";"2";"7.693";"592";"6.921";"1.366";"8.287";"0"
"2021/03";"132";"31/03/2021";"3";"SP 513R tra Parma e Pilastrello";"1 - DA SAN POLO D'ENZA A PARMA";"7.408";"1";"6.929";"478";"6.072";"1.336";"7.408";"0"
"2021/03";"134";"31/03/2021";"3";"SP 343R tra Parma e San Polo";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"9.095";"3";"7.294";"1.798";"7.234";"1.861";"9.095";"0"
"2021/03";"134";"31/03/2021";"3";"SP 343R tra Parma e San Polo";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"9.217";"1";"7.428";"1.788";"7.423";"1.794";"9.217";"0"
"2021/03";"135";"31/03/2021";"3";"SP 10 tra Parma (Tangenziale) e Viarolo";"1 - DA CONFINE PROVINCIALE PIACENZA A PARMA";"3.755";"0";"3.308";"447";"3.309";"446";"3.755";"0"
"2021/03";"138";"31/03/2021";"3";"SS 63 tra Reggio Emilia e Puianello";"0 - DA CONFINE REGIONALE TOSCANA A REGGIO EMILIA";"4.833";"0";"4.614";"219";"4.024";"809";"4.833";"0"
"2021/03";"138";"31/03/2021";"3";"SS 63 tra Reggio Emilia e Puianello";"1 - DA REGGIO EMILIA A CONFINE REGIONALE TOSCANA";"4.794";"0";"4.557";"237";"3.793";"1.001";"4.794";"0"
"2021/03";"139";"31/03/2021";"3";"SP 467R tra Fogliano e località Pratissolo (c/o Scandiano)";"0 - DA REGGIO EMILIA A SASSUOLO";"6.790";"0";"6.424";"366";"5.740";"1.050";"6.790";"0"
"2021/03";"139";"31/03/2021";"3";"SP 467R tra Fogliano e località Pratissolo (c/o Scandiano)";"1 - DA SASSUOLO A REGGIO EMILIA";"6.948";"0";"6.606";"342";"5.879";"1.069";"6.948";"0"
"2021/03";"140";"31/03/2021";"3";"SS 9 tra Masone e Rubiera";"0 - DA RIMINI A PIACENZA";"9.700";"1";"8.217";"1.482";"7.857";"1.843";"9.700";"0"
"2021/03";"140";"31/03/2021";"3";"SS 9 tra Masone e Rubiera";"1 - DA PIACENZA A RIMINI";"10.379";"1";"8.906";"1.472";"8.353";"2.026";"10.379";"0"
"2021/03";"143";"31/03/2021";"3";"SP 63R tra Sesso e Cadelbosco di Sopra (bivio SP 358R)";"0 - DA REGGIO EMILIA A GUALTIERI";"11.822";"5";"10.916";"901";"9.948";"1.874";"11.822";"0"
"2021/03";"143";"31/03/2021";"3";"SP 63R tra Sesso e Cadelbosco di Sopra (bivio SP 358R)";"1 - DA GUALTIERI A REGGIO EMILIA";"8.305";"13";"7.799";"493";"6.682";"1.623";"8.305";"0"
"2021/03";"146";"31/03/2021";"3";"SS 12 tra Montale e Modena";"0 - DA CONFINE REGIONALE TOSCANA A CONFINE REGIONALE LOMBARDIA";"8.028";"3";"7.344";"681";"6.693";"1.335";"8.028";"0"
"2021/03";"146";"31/03/2021";"3";"SS 12 tra Montale e Modena";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"8.458";"0";"7.817";"641";"6.824";"1.634";"8.458";"0"
"2021/03";"147";"31/03/2021";"3";"SP 623 tra Modena Sud/casello A 1 e Spilamberto";"0 - DA MODENA A VIGNOLA";"7.253";"0";"5.883";"1.370";"5.955";"1.298";"7.253";"0"
"2021/03";"147";"31/03/2021";"3";"SP 623 tra Modena Sud/casello A 1 e Spilamberto";"1 - DA VIGNOLA A MODENA";"7.135";"0";"5.808";"1.327";"5.879";"1.256";"7.135";"0"
"2021/03";"149";"31/03/2021";"3";"SP 255 tra Modena e Navicello";"0 - DA MODENA A FERRARA";"14.777";"2";"13.145";"1.630";"11.902";"2.875";"14.777";"0"
"2021/03";"149";"31/03/2021";"3";"SP 255 tra Modena e Navicello";"1 - DA FERRARA A MODENA";"14.481";"12";"12.874";"1.595";"11.847";"2.634";"14.481";"0"
"2021/03";"150";"31/03/2021";"3";"SS 12 tra Modena e Bastiglia";"0 - DA CONFINE REGIONALE TOSCANA A CONFINE REGIONALE LOMBARDIA";"9.775";"0";"8.697";"1.078";"7.895";"1.880";"9.775";"0"
"2021/03";"150";"31/03/2021";"3";"SS 12 tra Modena e Bastiglia";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"9.372";"0";"8.340";"1.032";"7.847";"1.525";"9.372";"0"
"2021/03";"151";"31/03/2021";"3";"SP 413 tra Modena e Ganaceto";"0 - DA CONFINE REGIONALE LOMBARDIA A MODENA";"9.330";"0";"8.636";"694";"7.570";"1.760";"9.330";"0"
"2021/03";"151";"31/03/2021";"3";"SP 413 tra Modena e Ganaceto";"1 - DA MODENA A CONFINE REGIONALE LOMBARDIA";"9.485";"0";"8.756";"729";"7.594";"1.891";"9.485";"0"
"2021/03";"152";"31/03/2021";"3";"SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella)";"0 - DA BAZZANO A CASALECCHIO DI RENO";"14.509";"0";"13.057";"1.452";"11.522";"2.987";"14.509";"0"
"2021/03";"152";"31/03/2021";"3";"SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella)";"1 - DA BAZZANO A CASALECCHIO DI RENO";"9.390";"0";"9.273";"117";"8.156";"1.234";"9.390";"0"
"2021/03";"152";"31/03/2021";"3";"SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella)";"2 - DA CASALECCHIO DI RENO A BAZZANO";"13.430";"0";"11.993";"1.437";"10.514";"2.916";"13.430";"0"
"2021/03";"152";"31/03/2021";"3";"SP 569 tra Innesto tangenziale Bologna e uscita Zola Predosa (Gesso/Rivabella)";"3 - DA CASALECCHIO DI RENO A BAZZANO";"10.692";"1";"10.570";"121";"9.104";"1.588";"10.692";"0"
"2021/03";"153";"31/03/2021";"3";"Via Porrettana (ex SS 64) tra Bologna e Pontecchio Marconi";"0 - DA PORRETTA TERME A FERRARA";"5.919";"1";"5.678";"240";"4.864";"1.055";"5.919";"0"
"2021/03";"153";"31/03/2021";"3";"Via Porrettana (ex SS 64) tra Bologna e Pontecchio Marconi";"1 - DA FERRARA A PORRETTA TERME";"5.993";"0";"5.780";"213";"5.020";"973";"5.993";"0"
"2021/03";"154";"31/03/2021";"3";"Tra Rastignano e Pian di Macina (SP85 Fondo Valle Savena)";"0 - DA BIVIO LOIANO/MONZUNO A BOLOGNA";"5.523";"1";"5.370";"152";"4.587";"936";"5.523";"0"
"2021/03";"154";"31/03/2021";"3";"Tra Rastignano e Pian di Macina (SP85 Fondo Valle Savena)";"1 - DA BOLOGNA A BIVIO LOIANO/MONZUNO";"4.997";"1";"4.799";"197";"4.253";"744";"4.997";"0"
"2021/03";"155";"31/03/2021";"3";"Via Emilia tra San Lazzaro e Idice";"0 - DA RIMINI A PIACENZA";"5.668";"0";"5.418";"250";"4.784";"884";"5.668";"0"
"2021/03";"155";"31/03/2021";"3";"Via Emilia tra San Lazzaro e Idice";"1 - DA PIACENZA A RIMINI";"4.705";"1";"4.481";"223";"3.922";"783";"4.705";"0"
"2021/03";"157";"31/03/2021";"3";"Via San Donato (ex SP 5) tra Granarolo dell'Emilia e Quarto Inferiore";"0 - DA BOLOGNA A MOLINELLA";"4.529";"0";"4.363";"166";"3.805";"724";"4.529";"0"
"2021/03";"157";"31/03/2021";"3";"Via San Donato (ex SP 5) tra Granarolo dell'Emilia e Quarto Inferiore";"1 - DA MOLINELLA A BOLOGNA";"4.213";"1";"4.065";"147";"3.527";"686";"4.213";"0"
"2021/03";"158";"31/03/2021";"3";"SS 64 tra Bologna e Lovoleto";"0 - DA PORRETTA TERME A FERRARA";"4.581";"2";"4.264";"315";"3.696";"885";"4.581";"0"
"2021/03";"158";"31/03/2021";"3";"SS 64 tra Bologna e Lovoleto";"1 - DA FERRARA A PORRETTA TERME";"5.099";"1";"4.755";"343";"4.102";"997";"5.099";"0"
"2021/03";"160";"31/03/2021";"3";"SP 18 tra Bargellino e Calderara di Reno (c/o Variante SP18)";"1 - DA CASTEL D'ARGILE A CALDERARA DI RENO";"6.623";"0";"5.934";"689";"5.476";"1.147";"6.623";"0"
"2021/03";"162";"31/03/2021";"3";"SS 9 località Cavazzona";"0 - DA RIMINI A PIACENZA";"6.702";"0";"5.938";"764";"5.305";"1.397";"6.702";"0"
"2021/03";"162";"31/03/2021";"3";"SS 9 località Cavazzona";"1 - DA PIACENZA A RIMINI";"6.566";"0";"5.865";"701";"5.043";"1.523";"6.566";"0"
"2021/03";"170";"31/03/2021";"3";"SS 67 tra Rovere e Forlì";"0 - DA CONFINE REGIONALE TOSCANA A RAVENNA";"3.499";"0";"3.304";"195";"2.929";"570";"3.499";"0"
"2021/03";"170";"31/03/2021";"3";"SS 67 tra Rovere e Forlì";"1 - DA RAVENNA A CONFINE REGIONALE TOSCANA";"3.353";"0";"3.166";"187";"2.776";"577";"3.353";"0"
"2021/03";"171";"31/03/2021";"3";"SP 56 tra Forlì e bivio SS67 (Castrocaro Terme)";"0 - DA FORLI' A CASTROCARO TERME";"2.778";"0";"2.683";"95";"2.280";"498";"2.778";"0"
"2021/03";"171";"31/03/2021";"3";"SP 56 tra Forlì e bivio SS67 (Castrocaro Terme)";"1 - DA CASTROCARO TERME A FORLI'";"2.650";"0";"2.575";"75";"2.186";"464";"2.650";"0"
"2021/03";"173";"31/03/2021";"3";"SP 4 tra Ronco (SS9) e bivio SP 72 (Para)";"0 - DA CONFINE REGIONALE TOSCANA A FORLI'";"3.412";"0";"3.134";"278";"2.830";"582";"3.412";"0"
"2021/03";"173";"31/03/2021";"3";"SP 4 tra Ronco (SS9) e bivio SP 72 (Para)";"1 - DA FORLI' A CONFINE REGIONALE TOSCANA";"2.815";"2";"2.569";"244";"2.273";"542";"2.815";"0"
"2021/03";"174";"31/03/2021";"3";"SS 9 tra Ronco e Forlimpopoli";"0 - DA RIMINI A PIACENZA";"10.030";"0";"9.209";"821";"8.409";"1.621";"10.030";"0"
"2021/03";"174";"31/03/2021";"3";"SS 9 tra Ronco e Forlimpopoli";"1 - DA PIACENZA A RIMINI";"10.021";"0";"9.413";"608";"8.274";"1.747";"10.021";"0"
"2021/03";"176";"31/03/2021";"3";"SP 2 in località La Caserma al Confine Provinciale";"0 - DA FORLI' A CERVIA";"2.808";"0";"2.664";"144";"2.352";"456";"2.808";"0"
"2021/03";"176";"31/03/2021";"3";"SP 2 in località La Caserma al Confine Provinciale";"1 - DA CERVIA A FORLI'";"2.949";"1";"2.784";"164";"2.452";"497";"2.949";"0"
"2021/03";"177";"31/03/2021";"3";"NSA 313 - Prosecuzione tangenziale di Bologna complanare sud alla A 14 nel tratto San Lazzaro/Idice";"0 - DA BOLOGNA A OZZANO EMILIA";"9.354";"1";"8.578";"775";"7.347";"2.007";"9.354";"0"
"2021/03";"177";"31/03/2021";"3";"NSA 313 - Prosecuzione tangenziale di Bologna complanare sud alla A 14 nel tratto San Lazzaro/Idice";"1 - DA BOLOGNA A OZZANO EMILIA";"4.077";"0";"4.023";"54";"3.498";"579";"4.077";"0"
"2021/03";"182";"31/03/2021";"3";"SP 258R tra Rimini e A 14";"0 - DA CONFINE REGIONALE MARCHE A RIMINI";"6.472";"1";"6.143";"328";"5.467";"1.005";"6.472";"0"
"2021/03";"182";"31/03/2021";"3";"SP 258R tra Rimini e A 14";"1 - DA RIMINI A CONFINE REGIONALE MARCHE";"6.521";"0";"6.152";"369";"5.315";"1.206";"6.521";"0"
"2021/03";"184";"31/03/2021";"3";"SS 16 tra Riccione e Rimini";"0 - DA FERRARA A CONFINE REGIONALE MARCHE";"7.865";"1";"7.474";"390";"6.535";"1.330";"7.865";"0"
"2021/03";"184";"31/03/2021";"3";"SS 16 tra Riccione e Rimini";"1 - DA FERRARA A CONFINE REGIONALE MARCHE";"2.123";"4";"2.026";"93";"1.659";"464";"2.123";"0"
"2021/03";"184";"31/03/2021";"3";"SS 16 tra Riccione e Rimini";"2 - DA CONFINE REGIONALE MARCHE A  FERRARA";"8.664";"2";"8.286";"376";"7.357";"1.307";"8.664";"0"
"2021/03";"186";"31/03/2021";"3";"SS 16 tra Rimini e Igea Marina-Viserba";"0 - DA FERRARA A CONFINE REGIONALE MARCHE";"6.698";"2";"6.229";"467";"4.925";"1.773";"6.698";"0"
"2021/03";"186";"31/03/2021";"3";"SS 16 tra Rimini e Igea Marina-Viserba";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"7.374";"2";"6.858";"514";"5.371";"2.003";"7.374";"0"
"2021/03";"188";"31/03/2021";"3";"SS 9 tra Rimini e Santa Giustina";"0 - DA RIMINI A PIACENZA";"9.423";"1";"8.845";"577";"7.637";"1.786";"9.423";"0"
"2021/03";"188";"31/03/2021";"3";"SS 9 tra Rimini e Santa Giustina";"1 - DA RIMINI A PIACENZA";"1.639";"0";"1.601";"38";"1.342";"297";"1.639";"0"
"2021/03";"188";"31/03/2021";"3";"SS 9 tra Rimini e Santa Giustina";"2 - DA PIACENZA A RIMINI";"7.614";"1";"7.055";"558";"6.373";"1.241";"7.614";"0"
"2021/03";"188";"31/03/2021";"3";"SS 9 tra Rimini e Santa Giustina";"3 - DA PIACENZA A RIMINI";"3.401";"0";"3.334";"67";"2.803";"598";"3.401";"0"
"2021/03";"215";"31/03/2021";"3";"SP 3_1 tra accesso interporto Bologna e viadotto A 13";"0 - DA SAN GIOVANNI IN PERSICETO A GRANAROLO DELL'EMILIA";"9.722";"0";"7.079";"2.643";"7.125";"2.597";"9.722";"0"
"2021/03";"215";"31/03/2021";"3";"SP 3_1 tra accesso interporto Bologna e viadotto A 13";"1 - DA GRANAROLO DELL'EMILIA A SAN GIOVANNI IN PERSICETO";"11.758";"0";"8.483";"3.275";"8.662";"3.096";"11.758";"0"
"2021/03";"218";"31/03/2021";"3";"SP 10 tra Polesine e Roccabianca su variante Zibello";"1 - DA CONFINE PROVINCIALE PIACENZA A PARMA";"1.078";"0";"843";"235";"887";"191";"1.078";"0"
"2021/03";"220";"31/03/2021";"3";"SS 9 tra Fiorenzuola d'Arda e Fidenza al confine provinciale";"0 - DA RIMINI A PIACENZA";"5.500";"0";"4.586";"914";"4.528";"972";"5.500";"0"
"2021/03";"220";"31/03/2021";"3";"SS 9 tra Fiorenzuola d'Arda e Fidenza al confine provinciale";"1 - DA PIACENZA A RIMINI";"5.370";"0";"4.516";"854";"4.373";"997";"5.370";"0"
"2021/03";"221";"31/03/2021";"3";"SS 9 tra Fidenza e A 15";"0 - DA RIMINI A PIACENZA";"9.652";"0";"8.222";"1.430";"7.821";"1.831";"9.652";"0"
"2021/03";"221";"31/03/2021";"3";"SS 9 tra Fidenza e A 15";"1 - DA PIACENZA A RIMINI";"9.560";"0";"8.248";"1.312";"7.674";"1.886";"9.560";"0"
"2021/03";"222";"31/03/2021";"3";"SP 359R tra Fidenza e Salsomaggiore Terme";"0 - DA FIDENZA A BEDONIA";"5.716";"9";"5.478";"229";"4.591";"1.125";"5.716";"0"
