"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Corsia";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2021/03";"6";"28/03/2021";"7";"SS 12 tra Fiumalbo e Abetone";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"752";"0";"745";"7";"672";"80";"0";"752"
"2021/03";"6";"29/03/2021";"1";"SS 12 tra Fiumalbo e Abetone";"0 - DA CONFINE REGIONALE TOSCANA A CONFINE REGIONALE LOMBARDIA";"645";"0";"634";"11";"521";"124";"645";"0"
"2021/03";"6";"29/03/2021";"1";"SS 12 tra Fiumalbo e Abetone";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"639";"0";"627";"12";"503";"136";"639";"0"
"2021/03";"6";"30/03/2021";"2";"SS 12 tra Fiumalbo e Abetone";"0 - DA CONFINE REGIONALE TOSCANA A CONFINE REGIONALE LOMBARDIA";"663";"1";"643";"19";"598";"65";"663";"0"
"2021/03";"6";"30/03/2021";"2";"SS 12 tra Fiumalbo e Abetone";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"629";"0";"606";"23";"537";"92";"629";"0"
"2021/03";"6";"31/03/2021";"3";"SS 12 tra Fiumalbo e Abetone";"0 - DA CONFINE REGIONALE TOSCANA A CONFINE REGIONALE LOMBARDIA";"461";"0";"445";"16";"395";"66";"461";"0"
"2021/03";"6";"31/03/2021";"3";"SS 12 tra Fiumalbo e Abetone";"1 - DA CONFINE REGIONALE LOMBARDIA A CONFINE REGIONALE TOSCANA";"434";"0";"414";"20";"386";"48";"434";"0"
"2021/03";"7";"18/03/2021";"4";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.196";"0";"2.091";"105";"1.877";"319";"2.196";"0"
"2021/03";"7";"18/03/2021";"4";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.238";"1";"2.140";"97";"1.923";"315";"2.238";"0"
"2021/03";"7";"19/03/2021";"5";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.435";"1";"2.317";"117";"2.072";"363";"2.435";"0"
"2021/03";"7";"19/03/2021";"5";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.422";"0";"2.329";"93";"2.074";"348";"2.422";"0"
"2021/03";"7";"20/03/2021";"6";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"1.995";"0";"1.938";"57";"1.760";"235";"0";"1.995"
"2021/03";"7";"20/03/2021";"6";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.033";"0";"1.981";"52";"1.804";"229";"0";"2.033"
"2021/03";"7";"21/03/2021";"7";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"1.093";"0";"1.081";"12";"940";"153";"0";"1.093"
"2021/03";"7";"21/03/2021";"7";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"1.131";"0";"1.118";"13";"983";"148";"0";"1.131"
"2021/03";"7";"22/03/2021";"1";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.184";"3";"2.074";"107";"1.847";"337";"2.184";"0"
"2021/03";"7";"22/03/2021";"1";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.241";"1";"2.140";"100";"1.925";"316";"2.241";"0"
"2021/03";"7";"23/03/2021";"2";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.260";"4";"2.143";"113";"1.926";"334";"2.260";"0"
"2021/03";"7";"23/03/2021";"2";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.394";"1";"2.298";"95";"2.073";"321";"2.394";"0"
"2021/03";"7";"24/03/2021";"3";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.340";"0";"2.210";"130";"1.984";"356";"2.340";"0"
"2021/03";"7";"24/03/2021";"3";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.365";"0";"2.269";"96";"2.021";"344";"2.365";"0"
"2021/03";"7";"25/03/2021";"4";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.339";"0";"2.234";"105";"2.016";"323";"2.339";"0"
"2021/03";"7";"25/03/2021";"4";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.300";"0";"2.209";"91";"1.994";"306";"2.300";"0"
"2021/03";"7";"26/03/2021";"5";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.510";"0";"2.403";"107";"2.118";"392";"2.510";"0"
"2021/03";"7";"26/03/2021";"5";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.582";"1";"2.482";"99";"2.230";"352";"2.582";"0"
"2021/03";"7";"27/03/2021";"6";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.228";"0";"2.176";"52";"1.980";"248";"0";"2.228"
"2021/03";"7";"27/03/2021";"6";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.301";"0";"2.238";"63";"2.025";"276";"0";"2.301"
"2021/03";"7";"28/03/2021";"7";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"1.198";"0";"1.186";"12";"992";"206";"0";"1.198"
"2021/03";"7";"28/03/2021";"7";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"1.213";"0";"1.195";"18";"1.018";"195";"0";"1.213"
"2021/03";"7";"29/03/2021";"1";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.449";"0";"2.335";"114";"2.027";"422";"2.449";"0"
"2021/03";"7";"29/03/2021";"1";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.464";"0";"2.352";"112";"2.107";"357";"2.464";"0"
"2021/03";"7";"30/03/2021";"2";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.469";"0";"2.371";"98";"2.067";"402";"2.469";"0"
"2021/03";"7";"30/03/2021";"2";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.527";"0";"2.427";"100";"2.131";"396";"2.527";"0"
"2021/03";"7";"31/03/2021";"3";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"0 - DA PORRETTA TERME A FERRARA";"2.539";"0";"2.419";"120";"2.149";"390";"2.539";"0"
"2021/03";"7";"31/03/2021";"3";"SS 64 tra Porretta Terme e Sambuca Pistoiese";"1 - DA FERRARA A PORRETTA TERME";"2.573";"0";"2.460";"113";"2.157";"416";"2.573";"0"
"2021/03";"12";"18/03/2021";"4";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.192";"0";"3.898";"294";"3.461";"731";"4.192";"0"
"2021/03";"12";"18/03/2021";"4";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.498";"1";"4.212";"285";"3.794";"704";"4.498";"0"
"2021/03";"12";"19/03/2021";"5";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.353";"0";"4.006";"347";"3.654";"699";"4.353";"0"
"2021/03";"12";"19/03/2021";"5";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.623";"0";"4.264";"359";"3.887";"736";"4.623";"0"
"2021/03";"12";"20/03/2021";"6";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"2.346";"0";"2.261";"85";"1.975";"371";"0";"2.346"
"2021/03";"12";"20/03/2021";"6";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"2.485";"0";"2.401";"84";"2.093";"392";"0";"2.485"
"2021/03";"12";"21/03/2021";"7";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"994";"0";"978";"16";"765";"229";"0";"994"
"2021/03";"12";"21/03/2021";"7";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"1.082";"0";"1.068";"14";"858";"224";"0";"1.082"
"2021/03";"12";"22/03/2021";"1";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.158";"0";"3.853";"305";"3.496";"662";"4.158";"0"
"2021/03";"12";"22/03/2021";"1";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.550";"0";"4.246";"304";"3.853";"697";"4.550";"0"
"2021/03";"12";"23/03/2021";"2";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.308";"0";"3.986";"322";"3.623";"685";"4.308";"0"
"2021/03";"12";"23/03/2021";"2";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.646";"0";"4.317";"329";"3.928";"718";"4.646";"0"
"2021/03";"12";"24/03/2021";"3";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.205";"0";"3.905";"300";"3.521";"684";"4.205";"0"
"2021/03";"12";"24/03/2021";"3";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.498";"0";"4.194";"304";"3.800";"698";"4.498";"0"
"2021/03";"12";"25/03/2021";"4";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.421";"0";"4.125";"296";"3.701";"720";"4.421";"0"
"2021/03";"12";"25/03/2021";"4";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.747";"0";"4.422";"325";"4.033";"714";"4.747";"0"
"2021/03";"12";"26/03/2021";"5";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.354";"0";"4.060";"294";"3.596";"758";"4.354";"0"
"2021/03";"12";"26/03/2021";"5";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.722";"0";"4.436";"286";"3.981";"741";"4.722";"0"
"2021/03";"12";"27/03/2021";"6";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"2.527";"1";"2.434";"92";"2.091";"436";"0";"2.527"
"2021/03";"12";"27/03/2021";"6";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"2.670";"0";"2.569";"101";"2.211";"459";"0";"2.670"
"2021/03";"12";"28/03/2021";"7";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"1.183";"0";"1.161";"22";"892";"291";"0";"1.183"
"2021/03";"12";"28/03/2021";"7";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"1.296";"0";"1.281";"15";"1.005";"291";"0";"1.296"
"2021/03";"12";"29/03/2021";"1";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.345";"0";"4.047";"298";"3.599";"746";"4.345";"0"
"2021/03";"12";"29/03/2021";"1";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.701";"0";"4.395";"306";"3.923";"778";"4.701";"0"
"2021/03";"12";"30/03/2021";"2";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.452";"0";"4.140";"312";"3.676";"776";"4.452";"0"
"2021/03";"12";"30/03/2021";"2";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.727";"0";"4.390";"337";"3.940";"787";"4.727";"0"
"2021/03";"12";"31/03/2021";"3";"SS 16 al Confine regionale (Marche)";"0 - DA  FERRARA A CONFINE REGIONALE MARCHE";"4.315";"1";"4.034";"280";"3.577";"738";"4.315";"0"
"2021/03";"12";"31/03/2021";"3";"SS 16 al Confine regionale (Marche)";"1 - DA CONFINE REGIONALE MARCHE A  FERRARA";"4.618";"0";"4.332";"286";"3.854";"764";"4.618";"0"
"2021/03";"16";"18/03/2021";"4";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"695";"0";"606";"89";"612";"83";"695";"0"
"2021/03";"16";"18/03/2021";"4";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"664";"0";"597";"67";"557";"107";"664";"0"
"2021/03";"16";"19/03/2021";"5";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"686";"0";"599";"87";"586";"100";"686";"0"
"2021/03";"16";"19/03/2021";"5";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"668";"0";"603";"65";"563";"105";"668";"0"
"2021/03";"16";"20/03/2021";"6";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"444";"0";"430";"14";"389";"55";"0";"444"
"2021/03";"16";"20/03/2021";"6";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"442";"0";"426";"16";"365";"77";"0";"442"
"2021/03";"16";"21/03/2021";"7";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"253";"0";"246";"7";"221";"32";"0";"253"
"2021/03";"16";"21/03/2021";"7";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"228";"0";"220";"8";"188";"40";"0";"228"
"2021/03";"16";"22/03/2021";"1";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"658";"0";"581";"77";"559";"99";"658";"0"
"2021/03";"16";"22/03/2021";"1";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"615";"0";"563";"52";"509";"106";"615";"0"
"2021/03";"16";"23/03/2021";"2";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"663";"0";"587";"76";"575";"88";"663";"0"
"2021/03";"16";"23/03/2021";"2";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"655";"0";"586";"69";"540";"115";"655";"0"
"2021/03";"16";"24/03/2021";"3";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"639";"0";"561";"78";"539";"100";"639";"0"
"2021/03";"16";"24/03/2021";"3";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"645";"0";"568";"77";"523";"122";"645";"0"
"2021/03";"16";"25/03/2021";"4";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"677";"0";"603";"74";"590";"87";"677";"0"
"2021/03";"16";"25/03/2021";"4";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"670";"0";"611";"59";"559";"111";"670";"0"
"2021/03";"16";"26/03/2021";"5";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"666";"0";"583";"83";"558";"108";"666";"0"
"2021/03";"16";"26/03/2021";"5";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"643";"0";"572";"71";"535";"108";"643";"0"
"2021/03";"16";"27/03/2021";"6";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"554";"0";"518";"36";"487";"67";"0";"554"
"2021/03";"16";"27/03/2021";"6";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"545";"0";"512";"33";"467";"78";"0";"545"
"2021/03";"16";"28/03/2021";"7";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"284";"0";"277";"7";"237";"47";"0";"284"
"2021/03";"16";"28/03/2021";"7";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"285";"0";"282";"3";"226";"59";"0";"285"
"2021/03";"16";"29/03/2021";"1";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"656";"0";"580";"76";"556";"100";"656";"0"
"2021/03";"16";"29/03/2021";"1";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"650";"0";"593";"57";"536";"114";"650";"0"
"2021/03";"16";"30/03/2021";"2";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"732";"0";"649";"83";"622";"110";"732";"0"
"2021/03";"16";"30/03/2021";"2";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"746";"1";"661";"84";"633";"113";"746";"0"
"2021/03";"16";"31/03/2021";"3";"SP 69 in località Pilastri al Confine regionale";"0 - DA CONFINE PROVINCIALE LOMBARDIA A FERRARA";"703";"0";"626";"77";"593";"110";"703";"0"
"2021/03";"16";"31/03/2021";"3";"SP 69 in località Pilastri al Confine regionale";"1 - DA FERRARA A CONFINE PROVINCIALE LOMBARDIA";"672";"0";"609";"63";"559";"113";"672";"0"
"2021/03";"19";"18/03/2021";"4";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.085";"10";"2.754";"1.321";"3.277";"808";"4.085";"0"
"2021/03";"19";"18/03/2021";"4";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.201";"0";"2.906";"1.295";"3.300";"901";"4.201";"0"
"2021/03";"19";"19/03/2021";"5";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.215";"4";"3.016";"1.195";"3.436";"779";"4.215";"0"
"2021/03";"19";"19/03/2021";"5";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.336";"2";"3.129";"1.205";"3.433";"903";"4.336";"0"
"2021/03";"19";"20/03/2021";"6";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"1.704";"1";"1.480";"223";"1.367";"337";"0";"1.704"
"2021/03";"19";"20/03/2021";"6";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"1.734";"0";"1.514";"220";"1.326";"408";"0";"1.734"
"2021/03";"19";"21/03/2021";"7";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"805";"1";"745";"59";"598";"207";"0";"805"
"2021/03";"19";"21/03/2021";"7";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"888";"0";"828";"60";"623";"265";"0";"888"
"2021/03";"19";"22/03/2021";"1";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.233";"5";"2.887";"1.341";"3.451";"782";"4.233";"0"
"2021/03";"19";"22/03/2021";"1";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.217";"3";"2.921";"1.293";"3.301";"916";"4.217";"0"
"2021/03";"19";"23/03/2021";"2";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.182";"8";"2.832";"1.342";"3.400";"782";"4.182";"0"
"2021/03";"19";"23/03/2021";"2";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.266";"1";"2.968";"1.297";"3.408";"858";"4.266";"0"
"2021/03";"19";"24/03/2021";"3";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.246";"1";"2.944";"1.301";"3.443";"803";"4.246";"0"
"2021/03";"19";"24/03/2021";"3";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.260";"0";"3.006";"1.254";"3.361";"899";"4.260";"0"
"2021/03";"19";"25/03/2021";"4";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.394";"5";"3.117";"1.272";"3.541";"853";"4.394";"0"
"2021/03";"19";"25/03/2021";"4";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.392";"1";"3.108";"1.283";"3.515";"877";"4.392";"0"
"2021/03";"19";"26/03/2021";"5";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"4.585";"0";"3.239";"1.346";"3.707";"878";"4.585";"0"
"2021/03";"19";"26/03/2021";"5";"SP 343R tra Colorno e Casalmaggiore";"1 - DA CONFINE REGIONALE LOMBARDIA A PARMA";"4.232";"1";"3.039";"1.192";"3.355";"877";"4.232";"0"
"2021/03";"19";"27/03/2021";"6";"SP 343R tra Colorno e Casalmaggiore";"0 - DA PARMA A CONFINE REGIONALE LOMBARDIA";"1.873";"1";"1.630";"242";"1.495";"378";"0";"1.873"
