"data","CASTELLUCCIO","v_CASTELLUCCIO","DE AMICIS","v_DE AMICIS","GIARDINI MARGHERITA","v_GIARDINI MARGHERITA","PORTA SAN FELICE","v_PORTA SAN FELICE","SAN LAZZARO","v_SAN LAZZARO","SAN PIETRO CAPOFIUME","v_SAN PIETRO CAPOFIUME","VIA CHIARINI","v_VIA CHIARINI"
"2020-05-23 00:00","15","S","17","S","","","15","S","14","S","21","S","15","S"
"2020-05-24 00:00","12","S","12","S","","","14","S","14","S","13","S","12","S"
"2020-05-25 00:00","7","S","13","S","","","11","S","12","S","12","S","10","S"
"2020-05-26 00:00","","","14","S","","","16","S","13","S","12","S","",""
"2020-05-27 00:00","10","S","13","S","","","9","S","13","S","11","S","",""
"2020-05-28 00:00","9","S","13","S","","","8","S","13","S","14","S","",""
"2020-05-29 00:00","5","S","7","S","","","6","S","6","S","4","S","5","S"
"2020-05-30 00:00","8","S","8","S","","","8","S","8","S","8","S","9","S"
"2020-05-31 00:00","7","S","8","S","","","11","S","7","S","9","S","8","S"
"2020-06-01 00:00","7","S","7","S","","","12","S","","","9","S","8","S"
"2020-06-02 00:00","7","S","7","S","","","9","S","","","8","S","6","S"
"2020-06-03 00:00","7","S","5","S","","","5","S","","","7","S","4","S"
"2020-06-04 00:00","3","S","7","S","","","4","S","16","S","7","S","4","S"
"2020-06-05 00:00","7","S","7","S","","","7","S","14","S","8","S","8","S"
"2020-06-06 00:00","6","S","9","S","","","7","S","13","S","11","S","9","S"
"2020-06-07 00:00","7","S","10","S","","","8","S","10","S","9","S","11","S"
"2020-06-08 00:00","7","S","13","S","","","14","S","17","S","13","S","17","S"
"2020-06-09 00:00","9","S","15","S","","","","","15","S","13","S","11","S"
"2020-06-10 00:00","4","S","8","S","","","6","S","9","S","","","7","S"
"2020-06-11 00:00","","","10","S","","","9","S","12","S","","","11","S"
"2020-06-12 00:00","","","12","S","","","8","S","15","S","","","10","S"
"2020-06-13 00:00","","","9","S","","","9","S","13","S","12","S","11","S"
"2020-06-14 00:00","","","3","S","","","8","S","9","S","7","S","5","S"
"2020-06-15 00:00","","","9","S","","","6","S","10","S","9","S","9","S"
"2020-06-16 00:00","","","9","S","","","12","S","11","S","10","S","8","S"
"2020-06-17 00:00","","","12","S","","","8","S","9","S","12","S","10","S"
"2020-06-18 00:00","8","S","9","S","","","7","S","9","S","10","S","10","S"
"2020-06-19 00:00","8","S","10","S","","","5","S","8","S","11","S","10","S"
"2020-06-20 00:00","8","S","8","S","","","7","S","10","S","12","S","7","S"
"2020-06-21 00:00","11","S","11","S","","","8","S","11","S","15","S","9","S"
"2020-06-22 00:00","7","S","12","S","","","11","S","22","S","19","S","",""
"2020-06-23 00:00","10","S","14","S","","","","","19","S","20","S","12","S"
"2020-06-24 00:00","12","S","20","S","","","","","22","S","22","S","19","S"
"2020-06-25 00:00","8","S","18","S","","","","","29","S","18","S","",""
"2020-06-26 00:00","8","S","16","S","","","20","S","20","S","20","S","18","S"
"2020-06-27 00:00","14","S","17","S","","","13","S","13","S","22","S","11","S"
"2020-06-28 00:00","16","S","15","S","","","15","S","15","S","21","S","14","S"
"2020-06-29 00:00","9","S","13","S","","","13","S","","","15","S","13","S"
"2020-06-30 00:00","7","S","11","S","","","20","S","17","S","20","S","16","S"
"2020-07-01 00:00","15","S","18","S","","","19","S","14","S","18","S","18","S"
"2020-07-02 00:00","17","S","25","S","","","24","S","24","S","18","S","21","S"
"2020-07-03 00:00","15","S","19","S","","","12","S","22","S","10","S","17","S"
"2020-07-04 00:00","9","S","12","S","","","8","S","16","S","10","S","15","S"
"2020-07-05 00:00","12","S","10","S","","","10","S","16","S","14","S","13","S"
"2020-07-06 00:00","10","S","14","S","","","16","S","22","S","17","S","16","S"
"2020-07-07 00:00","8","S","14","S","","","23","S","19","S","13","S","13","S"
"2020-07-08 00:00","14","S","11","S","","","19","S","17","S","13","S","10","S"
"2020-07-09 00:00","15","S","14","S","","","18","S","16","S","16","S","17","S"
"2020-07-10 00:00","17","S","17","S","","","22","S","22","S","20","S","20","S"
"2020-07-11 00:00","19","S","14","S","","","24","S","19","S","14","S","22","S"
"2020-07-12 00:00","12","S","10","S","","","11","S","10","S","9","S","13","S"
"2020-07-13 00:00","11","S","13","S","","","14","S","17","S","10","S","10","S"
"2020-07-14 00:00","5","S","","","","","14","S","24","S","17","S","11","S"
"2020-07-15 00:00","4","S","","","","","10","S","12","S","15","S","8","S"
"2020-07-16 00:00","4","S","","","","","18","S","27","S","16","S","15","S"
"2020-07-17 00:00","3","S","9","S","","","17","S","13","S","8","S","12","S"
"2020-07-18 00:00","4","S","9","S","","","11","S","6","S","12","S","6","S"
"2020-07-19 00:00","5","S","5","S","","","10","S","10","S","6","S","6","S"
"2020-07-20 00:00","12","S","17","S","","","19","S","16","S","18","S","13","S"
"2020-07-21 00:00","12","S","18","S","","","17","S","16","S","19","S","18","S"
"2020-07-22 00:00","15","S","29","S","","","23","S","","","24","S","25","S"
"2020-07-23 00:00","13","S","16","S","","","13","S","23","S","9","S","15","S"
"2020-07-24 00:00","6","S","15","S","","","13","S","15","S","9","S","14","S"
"2020-07-25 00:00","4","S","8","S","","","9","S","6","S","9","S","7","S"
"2020-07-26 00:00","9","S","10","S","","","14","S","11","S","11","S","9","S"
"2020-07-27 00:00","16","S","17","S","","","18","S","19","S","19","S","18","S"
"2020-07-28 00:00","12","S","21","S","","","21","S","27","S","40","S","20","S"
"2020-07-29 00:00","16","S","24","S","","","24","S","","","21","S","28","S"
"2020-07-30 00:00","17","S","28","S","","","","","26","S","21","S","28","S"
"2020-07-31 00:00","18","S","28","S","","","","","30","S","32","S","29","S"
"2020-08-01 00:00","16","S","25","S","","","","","30","S","27","S","24","S"
"2020-08-02 00:00","14","S","14","S","","","","","16","S","13","S","14","S"
"2020-08-03 00:00","12","S","15","S","","","","","10","S","6","S","9","S"
"2020-08-04 00:00","4","S","8","S","","","8","S","11","S","8","S","7","S"
"2020-08-05 00:00","6","S","8","S","","","12","S","9","S","8","S","5","S"
"2020-08-06 00:00","11","S","12","S","","","23","S","20","S","13","S","13","S"
"2020-08-07 00:00","15","S","19","S","","","23","S","25","S","27","S","22","S"
"2020-08-08 00:00","17","S","18","S","","","26","S","23","S","26","S","24","S"
"2020-08-09 00:00","16","S","21","S","","","22","S","19","S","28","S","22","S"
"2020-08-10 00:00","15","S","26","S","","","28","S","27","S","29","S","26","S"
"2020-08-11 00:00","19","S","26","S","","","26","S","25","S","31","S","25","S"
"2020-08-12 00:00","","","26","S","","","25","S","24","S","22","S","24","S"
"2020-08-13 00:00","18","S","25","S","","","26","S","27","S","25","S","24","S"
"2020-08-14 00:00","13","S","27","S","","","21","S","23","S","23","S","23","S"
"2020-08-15 00:00","15","S","20","S","","","21","S","24","S","12","S","24","S"
"2020-08-16 00:00","10","S","14","S","","","19","S","18","S","13","S","16","S"
"2020-08-17 00:00","13","S","17","S","","","19","S","18","S","19","S","15","S"
"2020-08-18 00:00","10","S","20","S","","","12","S","16","S","13","S","14","S"
"2020-08-19 00:00","9","S","16","S","","","14","S","16","S","14","S","15","S"
"2020-08-20 00:00","10","S","16","S","","","20","S","13","S","14","S","17","S"
"2020-08-21 00:00","11","S","17","S","","","14","S","17","S","16","S","18","S"
"2020-08-22 00:00","13","S","12","S","","","14","S","18","S","18","S","16","S"
"2020-08-23 00:00","9","S","15","S","","","19","S","16","S","15","S","17","S"
"2020-08-24 00:00","10","S","15","S","","","13","S","12","S","11","S","15","S"
"2020-08-25 00:00","9","S","14","S","","","13","S","13","S","13","S","14","S"
"2020-08-26 00:00","9","S","14","S","","","15","S","19","S","18","S","16","S"
"2020-08-27 00:00","11","S","19","S","","","20","S","26","S","19","S","23","S"
"2020-08-28 00:00","8","S","13","S","","","11","S","12","S","14","S","12","S"
"2020-08-29 00:00","11","S","16","S","","","12","S","13","S","15","S","14","S"
"2020-08-30 00:00","8","S","10","S","","","12","S","10","S","9","S","8","S"
"2020-08-31 00:00","6","S","14","S","","","12","S","12","S","8","S","10","S"
"2020-09-01 00:00","6","S","11","S","","","15","S","9","S","9","S","10","S"
"2020-09-02 00:00","8","S","12","S","","","15","S","16","S","13","S","13","S"
"2020-09-03 00:00","7","S","14","S","","","15","S","14","S","14","S","14","S"
"2020-09-04 00:00","8","S","14","S","","","16","S","16","S","19","S","9","S"
"2020-09-05 00:00","6","S","11","S","","","16","S","15","S","21","S","13","S"
"2020-09-06 00:00","5","S","6","S","","","11","S","7","S","13","S","8","S"
"2020-09-07 00:00","8","S","17","S","","","31","S","18","S","16","S","14","S"
"2020-09-08 00:00","11","S","19","S","","","19","S","20","S","20","S","17","S"
"2020-09-09 00:00","13","S","22","S","","","17","S","23","S","23","S","18","S"
"2020-09-10 00:00","17","S","25","S","","","26","S","25","S","34","S","26","S"
"2020-09-11 00:00","20","S","23","S","","","25","S","26","S","","","30","S"
"2020-09-12 00:00","17","S","23","S","","","23","S","28","S","","","22","S"
"2020-09-13 00:00","25","S","30","S","","","33","S","31","S","","","29","S"
"2020-09-14 00:00","26","S","32","S","","","33","S","32","S","","","33","S"
"2020-09-15 00:00","20","S","28","S","","","32","S","30","S","32","S","34","S"
"2020-09-16 00:00","25","S","29","S","","","33","S","34","S","34","S","33","S"
"2020-09-17 00:00","35","S","28","S","","","28","S","29","S","27","S","31","S"
"2020-09-18 00:00","21","S","28","S","","","26","S","29","S","26","S","27","S"
"2020-09-19 00:00","17","S","21","S","","","25","S","26","S","25","S","21","S"
"2020-09-20 00:00","13","S","19","S","","","21","S","21","S","22","S","22","S"
"2020-09-21 00:00","12","S","15","S","","","14","S","21","S","16","S","18","S"
"2020-09-22 00:00","5","S","15","S","","","16","S","18","S","15","S","15","S"
"2020-09-23 00:00","2","S","7","S","","","7","S","9","S","11","S","6","S"
"2020-09-24 00:00","3","S","6","S","","","6","S","8","S","6","S","5","S"
"2020-09-25 00:00","1","S","6","S","","","4","S","8","S","2","S","3","S"
"2020-09-26 00:00","2","S","5","S","","","3","S","7","S","2","S","3","S"
"2020-09-27 00:00","3","S","6","S","","","4","S","4","S","3","S","4","S"
"2020-09-28 00:00","6","S","13","S","","","12","S","10","S","10","S","10","S"
"2020-09-29 00:00","12","S","16","S","","","18","S","20","S","23","S","18","S"
"2020-09-30 00:00","9","S","17","S","","","18","S","20","S","23","S","17","S"
"2020-10-01 00:00","4","S","10","S","","","13","S","14","S","19","S","11","S"
"2020-10-02 00:00","3","S","14","S","","","10","S","11","S","8","S","7","S"
"2020-10-03 00:00","2","S","8","S","","","8","S","8","S","5","S","7","S"
"2020-10-04 00:00","3","S","7","S","","","9","S","4","S","6","S","5","S"
"2020-10-05 00:00","6","S","12","S","","","12","S","12","S","7","S","11","S"
"2020-10-06 00:00","7","S","15","S","","","16","S","17","S","11","S","12","S"
"2020-10-07 00:00","11","S","15","S","","","27","S","19","S","15","S","21","S"
"2020-10-08 00:00","10","S","21","S","","","24","S","31","S","28","S","21","S"
"2020-10-09 00:00","8","S","29","S","","","29","S","33","S","35","S","26","S"
"2020-10-10 00:00","10","S","28","S","","","24","S","32","S","47","S","24","S"
"2020-10-11 00:00","0","S","6","S","","","7","S","8","S","9","S","4","S"
"2020-10-12 00:00","0","S","6","S","","","6","S","4","S","3","S","4","S"
"2020-10-13 00:00","1","S","9","S","","","7","S","11","S","9","S","7","S"
"2020-10-14 00:00","1","S","14","S","","","12","S","12","S","12","S","",""
"2020-10-15 00:00","1","S","9","S","","","14","S","5","S","6","S","11","S"
"2020-10-16 00:00","4","S","10","S","","","12","S","11","S","9","S","12","S"
"2020-10-17 00:00","6","S","14","S","","","19","S","17","S","16","S","15","S"
"2020-10-18 00:00","9","S","15","S","","","18","S","18","S","22","S","17","S"
"2020-10-19 00:00","9","S","23","S","","","22","S","25","S","19","S","20","S"
"2020-10-20 00:00","8","S","24","S","","","24","S","25","S","31","S","21","S"
"2020-10-21 00:00","7","S","35","S","","","27","S","30","S","43","S","22","S"
"2020-10-22 00:00","9","S","43","S","","","39","S","38","S","47","S","27","S"
"2020-10-23 00:00","7","S","49","S","","","60","S","66","S","69","S","54","S"
"2020-10-24 00:00","8","S","45","S","","","49","S","47","S","59","S","46","S"
"2020-10-25 00:00","3","S","12","S","","","18","S","20","S","34","S","14","S"
"2020-10-26 00:00","2","S","12","S","","","5","S","5","S","9","S","6","S"
"2020-10-27 00:00","6","S","9","S","","","11","S","13","S","6","S","8","S"
"2020-10-28 00:00","6","S","15","S","","","14","S","19","S","15","S","12","S"
"2020-10-29 00:00","8","S","21","S","","","18","S","21","S","18","S","17","S"
"2020-10-30 00:00","10","S","29","S","","","34","S","33","S","34","S","28","S"
"2020-10-31 00:00","11","S","39","S","","","36","S","37","S","43","S","34","S"
"2020-11-01 00:00","11","S","39","S","","","31","S","28","S","30","S","29","S"
"2020-11-02 00:00","10","S","38","S","","","34","S","31","S","34","S","29","S"
"2020-11-03 00:00","8","S","74","S","","","73","S","81","S","67","S","67","S"
"2020-11-04 00:00","13","S","65","S","","","53","S","64","S","54","S","56","S"
"2020-11-05 00:00","16","S","38","S","","","29","S","28","S","22","S","28","S"
"2020-11-06 00:00","8","S","20","S","","","20","S","23","S","23","S","19","S"
"2020-11-07 00:00","9","S","29","S","","","35","S","35","S","39","S","30","S"
"2020-11-08 00:00","11","S","33","S","","","32","S","39","S","43","S","28","S"
"2020-11-09 00:00","22","S","23","S","","","25","S","30","S","32","S","20","S"
"2020-11-10 00:00","23","S","44","S","","","40","S","42","S","37","S","35","S"
"2020-11-11 00:00","16","S","72","S","","","58","S","60","S","36","S","51","S"
"2020-11-12 00:00","16","S","70","S","","","60","S","60","S","35","S","62","S"
"2020-11-13 00:00","10","S","59","S","","","67","S","60","S","61","S","65","S"
"2020-11-14 00:00","13","S","97","S","","","96","S","95","S","90","S","84","S"
"2020-11-15 00:00","8","S","78","S","","","73","S","71","S","59","S","67","S"
"2020-11-16 00:00","5","S","39","S","","","39","S","36","S","34","S","34","S"
"2020-11-17 00:00","9","S","30","S","","","35","S","34","S","20","S","30","S"
"2020-11-18 00:00","3","S","30","S","","","30","S","37","S","27","S","23","S"
"2020-11-19 00:00","6","S","35","S","","","31","S","36","S","25","S","24","S"
"2020-11-20 00:00","10","S","28","S","","","19","S","21","S","11","S","14","S"
"2020-11-21 00:00","8","S","17","S","","","17","S","17","S","12","S","16","S"
"2020-11-22 00:00","7","S","19","S","","","17","S","21","S","23","S","15","S"
"2020-11-23 00:00","6","S","30","S","","","21","S","24","S","29","S","18","S"
"2020-11-24 00:00","6","S","39","S","","","37","S","35","S","49","S","32","S"
"2020-11-25 00:00","5","S","45","S","","","36","S","36","S","43","S","25","S"
"2020-11-26 00:00","6","S","59","S","","","57","S","54","S","51","S","47","S"
"2020-11-27 00:00","5","S","72","S","","","77","S","75","S","68","S","60","S"
"2020-11-28 00:00","26","S","104","S","","","109","S","106","S","84","S","98","S"
"2020-11-29 00:00","0","S","54","S","","","73","S","65","S","44","S","63","S"
"2020-11-30 00:00","7","S","24","S","","","27","S","24","S","21","S","16","S"
"2020-12-01 00:00","6","S","29","S","","","28","S","25","S","25","S","22","S"
"2020-12-02 00:00","3","S","12","S","","","12","S","10","S","19","S","16","S"
"2020-12-03 00:00","1","S","17","S","","","11","S","9","S","15","S","10","S"
"2020-12-04 00:00","1","S","16","S","","","14","S","7","S","12","S","6","S"
"2020-12-05 00:00","7","S","10","S","","","10","S","7","S","7","S","6","S"
"2020-12-06 00:00","","","13","S","","","19","S","10","S","11","S","10","S"
"2020-12-07 00:00","2","S","12","S","","","9","S","11","S","6","S","4","S"
"2020-12-08 00:00","0","S","19","S","","","13","S","14","S","9","S","12","S"
"2020-12-09 00:00","0","S","11","S","","","8","S","6","S","9","S","8","S"
"2020-12-10 00:00","2","S","29","S","","","26","S","24","S","22","S","21","S"
"2020-12-11 00:00","3","S","44","S","","","41","S","38","S","32","S","32","S"
"2020-12-12 00:00","6","S","38","S","","","35","S","35","S","34","S","32","S"
"2020-12-13 00:00","5","S","20","S","","","28","S","19","S","28","S","18","S"
"2020-12-14 00:00","5","S","33","S","","","36","S","35","S","33","S","25","S"
"2020-12-15 00:00","8","S","38","S","","","36","S","35","S","48","S","31","S"
"2020-12-16 00:00","8","S","45","S","","","43","S","42","S","47","S","33","S"
"2020-12-17 00:00","6","S","56","S","","","53","S","47","S","46","S","41","S"
"2020-12-18 00:00","8","S","63","S","","","63","S","52","S","54","S","50","S"
"2020-12-19 00:00","4","S","44","S","","","61","S","55","S","55","S","47","S"
"2020-12-20 00:00","7","S","56","S","","","53","S","52","S","52","S","43","S"
"2020-12-21 00:00","5","S","49","S","","","42","S","44","S","42","S","35","S"
"2020-12-22 00:00","6","S","48","S","","","41","S","42","S","44","S","35","S"
"2020-12-23 00:00","0","S","71","S","","","47","S","48","S","57","S","44","S"
"2020-12-24 00:00","0","S","35","S","","","54","S","51","S","47","S","44","S"
"2020-12-25 00:00","1","S","21","S","","","16","S","16","S","11","S","13","S"
"2020-12-26 00:00","1","S","9","S","","","10","S","7","S","","","10","S"
"2020-12-27 00:00","0","S","14","S","","","12","S","19","S","","","11","S"
"2020-12-28 00:00","2","S","15","S","","","8","S","12","S","","","12","S"
"2020-12-29 00:00","1","S","16","S","","","22","S","16","S","25","S","20","S"
"2020-12-30 00:00","2","S","37","S","","","37","S","31","S","47","S","29","S"
"2020-12-31 00:00","6","S","26","S","","","27","S","19","S","35","S","19","S"
"2021-01-01 00:00","3","M","35","M","","","52","M","44","M","39","M","46","M"
"2021-01-02 00:00","3","M","37","M","","","33","M","29","M","23","M","24","M"
"2021-01-03 00:00","1","M","22","M","","","16","M","17","M","16","M","14","M"
"2021-01-04 00:00","2","M","27","M","","","27","M","19","M","22","M","16","M"
"2021-01-05 00:00","0","M","24","M","","","22","M","18","M","18","M","12","M"
"2021-01-06 00:00","3","M","17","M","","","25","M","22","M","18","M","23","M"
"2021-01-07 00:00","5","M","28","M","","","31","M","27","M","25","M","21","M"
"2021-01-08 00:00","8","M","46","M","","","40","M","48","M","35","M","44","M"
"2021-01-09 00:00","15","M","33","M","","","39","M","35","M","34","M","35","M"
"2021-01-10 00:00","11","M","23","M","","","27","M","26","M","14","M","27","M"
"2021-01-11 00:00","11","M","26","M","","","27","M","29","M","30","M","25","M"
"2021-01-12 00:00","2","M","28","M","","","36","M","32","M","28","M","23","M"
"2021-01-13 00:00","0","M","40","M","","","40","M","39","M","46","M","33","M"
"2021-01-14 00:00","7","M","64","M","","","59","M","47","M","60","M","43","M"
"2021-01-15 00:00","10","M","44","M","","","50","M","46","M","22","M","40","M"
"2021-01-16 00:00","8","M","29","M","","","36","M","31","M","29","M","25","M"
"2021-01-17 00:00","16","M","43","M","","","47","M","39","M","51","M","39","M"
"2021-01-18 00:00","12","M","70","M","","","78","M","76","M","72","M","64","M"
"2021-01-19 00:00","3","M","74","M","","","83","M","78","M","53","M","70","M"
"2021-01-20 00:00","5","M","85","M","","","92","M","91","M","67","M","75","M"
"2021-01-21 00:00","5","M","108","M","","","112","M","103","M","88","M","91","M"
"2021-01-22 00:00","0","M","81","M","","","68","M","69","M","59","M","55","M"
"2021-01-23 00:00","0","M","0","M","","","1","M","0","M","0","M","0","M"
"2021-01-24 00:00","0","M","9","M","","","11","M","8","M","16","M","10","M"
"2021-01-25 00:00","6","M","17","M","","","27","M","32","M","25","M","20","M"
"2021-01-26 00:00","7","M","18","M","","","19","M","18","M","18","M","21","M"
"2021-01-27 00:00","8","M","31","M","","","26","M","42","M","25","M","28","M"
"2021-01-28 00:00","5","M","33","M","","","32","M","57","M","35","M","24","M"
"2021-01-29 00:00","3","M","55","M","","","61","M","57","M","56","M","42","M"
"2021-01-30 00:00","0","M","37","M","","","49","M","42","M","54","M","33","M"
"2021-01-31 00:00","0","M","11","M","","","19","M","16","M","16","M","12","M"
"2021-02-01 00:00","0","M","25","M","","","29","M","22","M","15","M","16","M"
"2021-02-02 00:00","5","M","41","M","","","51","M","47","M","37","M","32","M"
"2021-02-03 00:00","6","M","72","M","","","70","M","67","M","43","M","57","M"
"2021-02-04 00:00","8","M","52","M","","","46","M","48","M","44","M","39","M"
"2021-02-05 00:00","12","M","53","M","","","50","M","53","M","46","M","43","M"
"2021-02-06 00:00","10","M","45","M","","","37","M","33","M","31","M","35","M"
"2021-02-07 00:00","30","M","23","M","","","27","M","26","M","25","M","23","M"
"2021-02-08 00:00","1","M","4","M","","","22","M","14","M","4","M","9","M"
"2021-02-09 00:00","0","M","24","M","","","26","M","21","M","14","M","17","M"
"2021-02-10 00:00","4","M","15","M","","","19","M","17","M","9","M","10","M"
"2021-02-11 00:00","9","M","27","M","","","29","M","25","M","21","M","19","M"
"2021-02-12 00:00","11","M","25","M","","","29","M","33","M","20","M","22","M"
"2021-02-13 00:00","12","M","25","M","","","37","M","26","M","18","M","23","M"
"2021-02-14 00:00","16","M","","","","","45","M","39","M","28","M","31","M"
"2021-02-15 00:00","11","M","","","","","26","M","44","M","30","M","21","M"
"2021-02-16 00:00","8","M","18","M","","","19","M","27","M","28","M","12","M"
"2021-02-17 00:00","1","M","46","M","","","58","M","45","M","61","M","28","M"
"2021-02-18 00:00","1","M","57","M","","","73","M","62","M","68","M","49","M"
"2021-02-19 00:00","6","M","32","M","","","73","M","68","M","67","M","50","M"
"2021-02-20 00:00","14","M","51","M","","","66","M","57","M","51","M","53","M"
"2021-02-21 00:00","21","M","37","M","","","46","M","48","M","24","M","35","M"
"2021-02-22 00:00","26","M","31","M","","","44","M","41","M","27","M","31","M"
"2021-02-23 00:00","24","M","52","M","","","68","M","64","M","55","M","54","M"
"2021-02-24 00:00","56","M","40","M","","","56","M","57","M","60","M","45","M"
"2021-02-25 00:00","68","M","61","M","","","69","M","92","M","69","M","62","M"
"2021-02-26 00:00","58","M","62","M","","","71","M","84","M","83","M","65","M"
"2021-02-27 00:00","51","M","50","M","","","55","M","55","M","63","M","47","M"
"2021-02-28 00:00","11","M","23","M","","","16","M","21","M","14","M","15","M"
"2021-03-01 00:00","11","M","21","M","","","20","M","33","M","28","M","16","M"
"2021-03-02 00:00","","","31","M","","","33","M","46","M","37","M","27","M"
"2021-03-03 00:00","13","M","27","M","","","27","M","41","M","42","M","26","M"
"2021-03-04 00:00","11","M","23","M","","","39","M","","","55","M","38","M"
"2021-03-05 00:00","28","M","28","M","","","30","M","46","M","41","M","28","M"
"2021-03-06 00:00","9","M","17","M","","","22","M","27","M","9","M","13","M"
"2021-03-07 00:00","4","M","16","M","","","17","M","18","M","19","M","12","M"
"2021-03-08 00:00","15","M","21","M","","","30","M","31","M","24","M","",""
"2021-03-09 00:00","16","M","30","M","","","","","52","M","33","M","32","M"
"2021-03-10 00:00","18","M","20","M","","","34","M","31","M","28","M","27","M"
"2021-03-11 00:00","10","M","16","M","","","31","M","27","M","","","26","M"
"2021-03-12 00:00","","","15","M","","","53","M","53","M","41","M","45","M"
"2021-03-13 00:00","9","M","15","M","","","17","M","6","M","13","M","12","M"
"2021-03-14 00:00","7","M","7","M","","","7","M","10","M","9","M","5","M"
"2021-03-15 00:00","6","M","10","M","","","15","M","21","M","10","M","9","M"
"2021-03-16 00:00","8","M","12","M","","","14","M","21","M","14","M","11","M"
"2021-03-17 00:00","7","M","","","","","15","M","23","M","16","M","12","M"
"2021-03-18 00:00","8","M","18","M","","","14","M","21","M","11","M","10","M"
"2021-03-19 00:00","8","M","23","M","","","24","M","25","M","16","M","14","M"
"2021-03-20 00:00","10","M","25","M","","","18","M","21","M","17","M","15","M"
"2021-03-21 00:00","9","M","13","M","","","12","M","17","M","8","M","10","M"
"2021-03-22 00:00","8","M","12","M","","","15","M","15","M","19","M","11","M"
"2021-03-23 00:00","6","M","9","M","","","15","M","12","M","14","M","9","M"
"2021-03-24 00:00","13","M","20","M","","","23","M","25","M","18","M","18","M"
"2021-03-25 00:00","16","M","27","M","","","33","M","33","M","32","M","31","M"
"2021-03-26 00:00","8","M","30","M","","","28","M","28","M","26","M","24","M"
"2021-03-27 00:00","7","M","16","M","","","24","M","19","M","27","M","19","M"
"2021-03-28 00:00","9","M","16","M","","","16","M","20","M","22","M","14","M"
"2021-03-29 00:00","14","M","24","M","","","26","M","28","M","28","M","19","M"
"2021-03-30 00:00","13","M","26","M","","","31","M","35","M","35","M","24","M"
"2021-03-31 00:00","7","M","22","M","","","23","M","21","M","36","M","16","M"
"2021-04-01 00:00","11","G","16","G","","","17","G","27","G","23","G","15","G"
"2021-04-02 00:00","10","G","12","G","","","11","G","15","G","10","G","10","G"
"2021-04-03 00:00","11","G","16","G","","","20","G","21","G","13","G","13","G"
"2021-04-04 00:00","8","G","14","G","","","12","G","15","G","11","G","10","G"
"2021-04-05 00:00","7","G","10","G","","","9","G","11","G","8","G","7","G"
"2021-04-06 00:00","7","G","12","G","","","18","G","18","G","10","G","10","G"
"2021-04-07 00:00","6","G","17","G","","","15","G","20","G","12","G","11","G"
"2021-04-08 00:00","8","G","10","G","","","12","G","15","G","11","G","11","G"
"2021-04-09 00:00","12","G","21","G","","","19","G","30","G","17","G","16","G"
"2021-04-10 00:00","6","G","13","G","","","","","7","G","13","G","10","G"
"2021-04-11 00:00","0","G","6","G","","","","","6","G","9","G","7","G"
"2021-04-12 00:00","0","G","7","G","","","","","9","G","6","G","8","G"
"2021-04-13 00:00","","","1","G","","","9","G","3","G","1","G","4","G"
"2021-04-14 00:00","3","G","11","G","","","19","G","16","G","8","G","7","G"
"2021-04-15 00:00","7","G","20","G","","","21","G","21","G","10","G","10","G"
"2021-04-16 00:00","10","G","24","G","","","22","G","25","G","12","G","13","G"
"2021-04-17 00:00","10","G","16","G","","","19","G","17","G","11","G","12","G"
"2021-04-18 00:00","10","G","17","G","","","17","G","13","G","15","G","16","G"
"2021-04-19 00:00","12","G","11","G","","","16","G","18","G","15","G","13","G"
"2021-04-20 00:00","7","G","6","G","","","14","G","15","G","12","G","10","G"
"2021-04-21 00:00","8","G","9","G","","","14","G","12","G","10","G","8","G"
"2021-04-22 00:00","13","G","14","G","","","23","G","24","G","17","G","12","G"
"2021-04-23 00:00","10","G","12","G","","","21","G","18","G","12","G","10","G"
"2021-04-24 00:00","8","G","13","G","","","14","G","17","G","15","G","9","G"
"2021-04-25 00:00","9","G","11","G","","","14","G","15","G","17","G","8","G"
"2021-04-26 00:00","7","G","17","G","","","24","G","","","13","G","24","G"
"2021-04-27 00:00","0","G","12","G","","","21","G","","","7","G","15","G"
"2021-04-28 00:00","0","G","15","G","","","22","G","22","G","12","G","21","G"
"2021-04-29 00:00","0","G","11","G","","","21","G","20","G","13","G","22","G"
"2021-04-30 00:00","4","G","9","G","","","20","G","15","G","9","G","9","G"
"2021-05-01 00:00","8","G","15","G","","","17","G","18","G","16","G","16","G"
"2021-05-02 00:00","8","G","11","G","","","15","G","15","G","13","G","12","G"
"2021-05-03 00:00","10","G","13","G","","","16","G","16","G","","","12","G"
"2021-05-04 00:00","","","","","","","","","","","","","",""
