Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-11,181.30753820481715,185.62367800049267,181.01056823458936,184.86143493652344,30892700,0.0,0
2020-05-12,184.92081701824418,185.1583929791221,180.46608648833336,180.67396545410156,32038200,0.0,0
2020-05-13,180.71357738411882,182.19848760895908,174.76402741587452,177.94174194335938,44711500,0.0,0
2020-05-14,175.7539711584868,178.87229175756806,173.91268183783416,178.71389770507812,41873900,0.0,0
2020-05-15,177.25866822074923,185.1781888568531,175.21939407379836,181.3174285888672,46610400,0.0,0
2020-05-18,183.881396626843,184.32686670663085,182.1094102720286,183.0498504638672,35264500,0.0,0
2020-05-19,183.1686403887814,184.72285380755028,181.6441390739148,181.78273010253906,26799100,0.0,0
2020-05-20,183.46037000888873,184.49278359573097,182.59672827838907,184.30416870117188,31261300,0.51,0
2020-05-21,184.04606894745365,185.30679872948056,181.95147708878966,182.0904541015625,29119500,0.0,0
2020-05-22,181.85220560702749,183.11293531388603,181.2069433275587,182.16986083984375,20826900,0.0,0
2020-05-26,184.97920410433662,185.13803930156988,179.7774801474918,180.24404907226562,36073600,0.0,0
2020-05-27,178.88404136797368,180.6609779274721,175.31034035743838,180.48228454589844,39517100,0.0,0
2020-05-28,179.4201029461154,182.80518899111905,179.06273133713654,180.0752716064453,33810200,0.0,0
2020-05-29,181.39556686294813,182.9243291324795,179.09251708641528,181.91177368164062,42130400,0.0,0
2020-06-01,181.2069518403202,181.66359924643297,180.1348521252623,181.49484252929688,22622400,0.0,0
2020-06-02,182.904462805805,183.64898572088967,180.02564692642054,183.5596466064453,30794600,0.0,0
2020-06-03,183.47032827907032,184.58214444441046,182.23937813361576,184.00637817382812,27311000,0.0,0
2020-06-04,182.95409444456726,184.48284144646513,180.96870007218425,181.58416748046875,28761800,0.0,0
2020-06-05,181.28636118169433,186.3590445737425,180.68081527256055,185.83291625976562,39893600,0.0,0
2020-06-08,184.58212580930777,187.17306619167167,183.09307996076203,186.9844512939453,33211600,0.0,0
2020-06-09,186.62708235637828,189.30736189266318,185.89248094086284,188.4139404296875,29783900,0.0,0
2020-06-10,189.7342339302335,197.0702661445346,189.61509995771277,195.40252685546875,43872300,0.0,0
2020-06-11,191.71961721887246,194.33040058375317,184.711177332377,184.9097137451172,52854700,0.0,0
2020-06-12,189.148512745823,190.31990328700493,183.82765529075724,186.3689727783203,43373600,0.0,0
2020-06-15,183.23206569526639,189.4265021733242,182.66622097513454,187.5602264404297,32770200,0.0,0
2020-06-16,191.48137582637597,194.15173390655968,190.06182600084506,192.1564178466797,42556700,0.0,0
2020-06-17,193.60574210151307,194.8863300275763,192.2755314311833,192.82151794433594,25687800,0.0,0
2020-06-18,192.58327231994207,195.05509400019037,192.58327231994207,194.88633728027344,23061600,0.0,0
2020-06-19,197.13973432473387,197.8346193388299,192.95055090743836,193.724853515625,44441100,0.0,0
2020-06-22,194.36019396498958,199.2939006629126,193.80428591125602,199.1053009033203,32818900,0.0,0
2020-06-23,200.61417932908182,202.46059678050966,199.95899552272022,200.4355010986328,30917400,0.0,0
2020-06-24,200.1277692040307,201.76571358749533,195.12456664288317,196.3952178955078,36740600,0.0,0
2020-06-25,196.35552397081574,199.14500088922614,194.04253750301478,198.87696838378906,27803900,0.0,0
2020-06-26,198.27140460591536,198.43023979095082,193.45683234496389,194.896240234375,54675800,0.0,0
2020-06-29,194.35025135177105,197.08016857799328,192.136540896858,196.99082946777344,26701600,0.0,0
2020-06-30,196.43494355669645,202.90731894727418,196.29596654272353,202.02381896972656,34310300,0.0,0
2020-07-01,201.65651861604312,204.84308345111995,200.29652823166248,203.2051239013672,32061200,0.0,0
2020-07-02,204.17797215512874,206.5008953350351,203.5029452659543,204.7537384033203,29315800,0.0,0
2020-07-06,207.30496170995164,209.58816833925178,206.57036031608854,209.1613006591797,31897600,0.0,0
2020-07-07,208.9131331905926,213.1023167965303,206.47110643860907,206.7292022705078,33600700,0.0,0
2020-07-08,208.53591788805426,211.70260938129297,207.16599084043366,211.2757568359375,33600000,0.0,0
2020-07-09,214.75019884059594,214.79983673278258,209.92568957879925,212.7548828125,33121700,0.0,0
2020-07-10,212.0599812487585,212.51662864762895,209.53853690393575,212.109619140625,26177600,0.0,0
2020-07-13,212.9136902587378,214.22405782758557,204.99197087956708,205.5578155517578,38135600,0.0,0
2020-07-14,204.62468686820762,207.32482457200257,200.55462212646083,206.82847595214844,37591800,0.0,0
2020-07-15,208.02962543989378,209.78670374737996,203.5327082787986,206.52072143554688,32179400,0.0,0
2020-07-16,203.90000430464224,204.19781650212286,200.832573509514,202.43081665039062,29940700,0.0,0
2020-07-17,202.9767918495951,203.54262136067217,199.91928274397543,201.39840698242188,31635300,0.0,0
2020-07-20,203.5029404897148,210.74963359516167,201.52746746800958,210.05474853515625,36884800,0.0,0
2020-07-21,212.09970265821872,212.37765668244242,206.5108121726729,207.22555541992188,37990400,0.0,0
2020-07-22,207.67224769343855,210.7496150202638,206.86816539863344,210.20362854003906,49605700,0.0,0
2020-07-23,205.6769492078895,209.37970577316176,200.67374649884766,201.06089782714844,67457000,0.0,0
2020-07-24,198.95639283447912,201.37857669180204,196.06764003017878,199.82997131347656,39827000,0.0,0
2020-07-27,199.9987190476321,202.48046220834888,199.3931731105229,202.36134338378906,30160900,0.0,0
2020-07-28,202.12307790900877,203.20511422384388,200.26673898838732,200.54469299316406,23251400,0.0,0
2020-07-29,201.02118845075805,203.15548142968726,200.53476135651982,202.56979370117188,19632600,0.0,0
2020-07-30,199.53214897487726,202.96688815440672,198.11259916583762,202.4109649658203,25079600,0.0,0
2020-07-31,202.9073020013614,203.60220216054955,197.5566646892271,203.51284790039062,51044000,0.0,0
2020-08-03,209.97533446397287,216.05063701547076,208.9032195759394,214.9586639404297,78983000,0.0,0
2020-08-04,212.60596979105304,213.2015942044121,208.7741577717501,211.73239135742188,49280100,0.0,0
2020-08-05,213.33062680172665,213.4299025828012,210.02495838442113,211.38494873046875,28806400,0.0,0
2020-08-06,210.78932449411053,214.78989308717163,210.00510035353065,214.77005004882812,32656800,0.0,0
2020-08-07,213.28101706720335,214.12480066837182,209.38963039262507,210.92831420898438,27820400,0.0,0
2020-08-10,210.1242250471352,210.33269813443036,204.8430835548341,206.7292022705078,36716500,0.0,0
2020-08-11,205.64716985517776,206.13358182261646,201.65652259304645,201.894775390625,36446500,0.0,0
2020-08-12,203.79082490304987,208.7443899523958,203.25477501838873,207.662353515625,28013100,0.0,0
2020-08-13,207.91050470387782,209.80655999773944,206.62991682897052,207.1759033203125,22588900,0.0,0
2020-08-14,207.2354736736721,208.05941421369258,205.99460210388668,207.37445068359375,17958900,0.0,0
2020-08-17,208.06934267024076,209.64772760935955,207.39430068628818,208.74436950683594,20184800,0.0,0
2020-08-18,208.99254538184502,210.80918311966448,207.68219292263473,209.94554138183594,21336200,0.0,0
2020-08-19,210.4530458938724,211.06005560171297,208.22402340292248,208.67181396484375,27627600,0.51,0
2020-08-20,208.5125962239672,213.94583193928057,207.8856955066425,213.52789306640625,26981500,0.0,0
2020-08-21,212.81141789039054,215.18969880976147,211.8063755147811,211.9755401611328,36249300,0.0,0
2020-08-24,213.73685516335354,214.4632868283735,211.3884258863519,212.6422576904297,25460100,0.0,0
2020-08-25,212.05515862693963,215.547943331813,212.05515862693963,215.40863037109375,23043700,0.0,0
2020-08-26,216.81171789068506,221.00106734554456,216.294263250075,220.065673828125,39600800,0.0,0
2020-08-27,221.7971602322502,230.0166556343184,218.3242663846194,225.4690704345703,57602200,0.0,0
2020-08-28,227.0612117363377,229.50915688165935,225.46906574794306,227.7876434326172,26292900,0.0,0
2020-08-31,225.88698793951477,227.57864957010858,223.21017494815266,224.4241943359375,28774200,0.0,0
2020-09-01,224.40430509560784,226.33479558539568,223.32959858013913,226.1556854248047,25725500,0.0,0
2020-09-02,226.85224137232115,231.71826460305792,226.23528615356096,230.51419067382812,34080800,0.0,0
2020-09-03,228.1458691415029,228.185666336315,213.90603501763576,216.23455810546875,58400300,0.0,0
2020-09-04,214.0453624163462,217.2893730434551,204.1839478872238,213.19952392578125,59664100,0.0,0
2020-09-08,205.48750441026127,209.00019515955418,201.20858481673963,201.6663360595703,52924300,0.0,0
2020-09-09,206.58211832943266,213.78661002176824,205.68652202718803,210.25401306152344,45679000,0.0,0
2020-09-10,212.35366367381195,213.68710500492259,203.10922053304802,204.363037109375,35461500,0.0,0
2020-09-11,206.1840881255519,207.60708468126776,200.25331871676505,203.02963256835938,33620100,0.0,0
2020-09-14,203.23858579939645,208.17425766482296,203.02960878026795,204.40284729003906,30375800,0.0,0
2020-09-15,207.39809690122192,208.75142931101675,205.91539703379317,207.75633239746094,21823900,0.0,0
2020-09-16,209.58729838219054,209.61715007364128,203.63662333742755,204.04461669921875,26328100,0.0,0
2020-09-17,199.06913761884562,203.32815113050202,198.97958254211758,201.9151153564453,34011300,0.0,0
2020-09-18,201.8056424763061,202.65146568112746,195.28775512822554,199.40745544433594,55225300,0.0,0
